onset	duration	trial_type	item	key	RT
0.0023310409997066017	14	SelfHarmOther	13	4	0.415
16.39606615799994	14	SelfHarmOther	20	2	1.121
30.61753080499966	14	SelfHarmOther	9	1	0.977
48.80477223999969	14	SelfHarmOther	24	4	0.497
67.02371206299995	14	SelfNeutOther	35	1	0.934
81.20432024299998	14	SelfHarmOther	12	4	0.794
99.41163483299988	14	SelfHarmOther	4	4	0.994
113.59347019300003	14	SelfHarmOther	1	4	0.589
129.80069914899968	14	SelfHarmOther	36	4	0.664
147.98359523699992	14	SelfNeutOther	34	1	0.853
164.17330759900005	14	SelfHarmOther	2	4	0.674
180.33902347799994	14	SelfNeutOther	36	1	1.16
194.54337404999978	14	SelfNeutOther	22	1	0.797
210.7101765289999	14	SelfNeutOther	31	1	1.348
224.93277395899986	14	SelfNeutOther	28	1	1.232
243.09887475999994	14	SelfHarmOther	23	4	1.572
259.3053114139998	14	SelfNeutOther	30	1	0.827
277.4520143709997	14	SelfHarmOther	10	4	1.801
291.69349154999964	14	SelfNeutOther	33	1	1.282
307.8636276379998	14	SelfHarmOther	18	4	0.939
322.08081294199974	14	SelfNeutOther	13	4	1.243
340.28503666100005	14	SelfNeutOther	32	1	1.158
356.4716568869999	14	SelfNeutOther	19	1	1.686
374.6750562049997	14	SelfHarmOther	9	4	0.861
